feature,emotion
[0.13651299 0.03550845 0.05609625 ... 0.03199191 0.02039092 0.05908596],4
[0.31333234 0.03406162 0.0592396  ... 0.         0.         0.        ],6
[0.17270499 0.11719761 0.01651689 ... 0.00402512 0.02575776 0.14902518],4
[0.03669924 0.         0.01529135 ... 0.         0.         0.        ],5
[0.39436853 0.04640803 0.04089544 ... 0.24980425 0.21169825 0.04371374],5
[0.2837785  0.23996874 0.13008818 ... 0.14027048 0.30717506 0.0396504 ],4
[0.27525377 0.27525377 0.25194446 ... 0.16797369 0.119017   0.02388174],5
[0.20311112 0.         0.0574485  ... 0.01664891 0.         0.        ],4
[0.17651857 0.17063547 0.09476376 ... 0.03113871 0.03561408 0.        ],1
[0.1146915  0.         0.04054957 ... 0.         0.         0.        ],5
[0.16067837 0.2097601  0.29410721 ... 0.2342593  0.10850864 0.03828231],5
[0.39928134 0.39928134 0.016072   ... 0.42154435 0.27498741 0.        ],5
[0.37520346 0.16361019 0.         ... 0.         0.         0.        ],4
[0.26232084 0.27799957 0.27799957 ... 0.19041817 0.23345358 0.12711684],0
[0.26241242 0.1755675  0.0786831  ... 0.0248928  0.1874072  0.18306584],3
[0.25423526 0.04781237 0.         ... 0.         0.         0.        ],4
[0.14423486 0.15561506 0.18119838 ... 0.         0.         0.        ],5
[0.07965137 0.20971662 0.19349772 ... 0.05536665 0.06124318 0.31856994],4
[0.32005404 0.13242967 0.         ... 0.         0.         0.        ],4
[0.09951768 0.11132017 0.03976713 ... 0.10251445 0.09070864 0.12304435],4
[0.         0.         0.         ... 0.         0.05768221 0.19837032],6
[0.25535811 0.25535811 0.05649047 ... 0.30678934 0.02378646 0.00765591],4
[0.04152634 0.01160697 0.0313805  ... 0.00102093 0.01469806 0.14017974],4
[0.32181402 0.28291497 0.08482646 ... 0.198526   0.13348339 0.07418238],4
[0.09298164 0.3107448  0.34909078 ... 0.33203113 0.08843923 0.        ],4
[0.35578577 0.06574608 0.01951772 ... 0.13281061 0.3017234  0.3017234 ],5
[0.13763046 0.16378254 0.34107657 ... 0.16653919 0.26335194 0.26335194],1
[0.26380731 0.06039166 0.18267621 ... 0.23995569 0.08013644 0.        ],5
[0.04985373 0.0323585  0.13899971 ... 0.28496369 0.24820636 0.18614473],5
[0.26677068 0.25562805 0.26677068 ... 0.07926764 0.08906929 0.05693622],4
[0.2491407  0.05973192 0.05803488 ... 0.04532174 0.03167169 0.01160058],5
[0.24613948 0.04864576 0.05222744 ... 0.18282598 0.12500543 0.26672   ],6
[0.33290467 0.33290467 0.03037053 ... 0.31817433 0.31750545 0.0348553 ],5
[0.27077227 0.1371927  0.         ... 0.16752415 0.0905287  0.08399114],0
[0.13467218 0.08424036 0.13584983 ... 0.05068693 0.04648892 0.13203537],6
[0.10425878 0.03894447 0.06787327 ... 0.         0.08708186 0.31751894],5
[0.25184709 0.         0.16648725 ... 0.11767894 0.03019487 0.        ],2
[0.08494304 0.         0.         ... 0.         0.         0.        ],0
[0.31824773 0.15963235 0.06884428 ... 0.02754638 0.01244934 0.04833881],7
[0.13744236 0.07692708 0.02121145 ... 0.04401819 0.09804012 0.07244311],5
[0.25286408 0.         0.0068261  ... 0.         0.         0.        ],4
[0.10652926 0.33185231 0.33185231 ... 0.16142213 0.14206996 0.10654166],3
[0.17077633 0.12226251 0.24473785 ... 0.1025679  0.29011151 0.29011151],6
[0.40941608 0.03200527 0.         ... 0.01032615 0.01345554 0.0040067 ],5
[0.42623215 0.05409797 0.07782974 ... 0.03532121 0.05248964 0.01579724],5
[0.09046219 0.21668491 0.18348008 ... 0.00859803 0.00709012 0.        ],5
[0.         0.         0.         ... 0.00845058 0.03352632 0.16834711],5
[0.         0.         0.         ... 0.03711723 0.         0.04149833],1
[0.2140168  0.01537251 0.         ... 0.         0.         0.        ],4
[0.17393284 0.06375915 0.07784841 ... 0.35540891 0.13593123 0.07289086],5
[0.18520432 0.0987448  0.1882476  ... 0.0107232  0.26180921 0.31605465],1
[0.22377525 0.18677359 0.11257349 ... 0.1645989  0.25807514 0.25807514],0
[0.25987929 0.23279389 0.26079478 ... 0.18049562 0.19032964 0.24457423],0
[0.         0.         0.         ... 0.09140282 0.1416856  0.30268378],7
[0.10534937 0.         0.02483108 ... 0.         0.         0.04358405],4
[0.33003159 0.02761746 0.0459082  ... 0.         0.02648334 0.        ],5
[0.11020133 0.09005139 0.04631582 ... 0.29720595 0.17858715 0.1694915 ],0
[0.0579266  0.         0.00546137 ... 0.15942102 0.06493163 0.        ],5
[0.34898688 0.05312008 0.02644256 ... 0.         0.21601568 0.2901885 ],1
[0.0378455  0.0669818  0.06852071 ... 0.03205888 0.01341724 0.01676799],6
[0.22562676 0.09120186 0.07727757 ... 0.         0.34699157 0.34699157],2
[0.1572699  0.02244422 0.04373891 ... 0.00717861 0.03519687 0.01135038],4
[0.11118573 0.03247684 0.18556221 ... 0.09867761 0.0147896  0.        ],3
[0.27730053 0.08249504 0.15064731 ... 0.06098447 0.10227194 0.01864876],2
[0.28518798 0.11225164 0.06620587 ... 0.01685906 0.16932989 0.06758004],4
[0.17889115 0.04354381 0.04372312 ... 0.05518495 0.21066147 0.01762819],2
[0.13764079 0.00480981 0.         ... 0.19353865 0.30081283 0.30081283],4
[0.26011016 0.16651537 0.04356986 ... 0.01060631 0.0949449  0.02626209],4
[0.35132846 0.35132846 0.12202139 ... 0.01335237 0.02111195 0.12623721],4
[0.31585789 0.31585789 0.1410251  ... 0.         0.01327517 0.1638699 ],5
[0.13330994 0.02529767 0.06945794 ... 0.00864742 0.0082321  0.00630284],5
[0.0350948  0.         0.05703921 ... 0.10801932 0.08963007 0.02535121],5
[0.30811068 0.         0.         ... 0.         0.0307509  0.        ],4
[0.13257228 0.01992385 0.         ... 0.         0.         0.        ],4
[0.18330349 0.14211393 0.25383006 ... 0.14880641 0.10311166 0.12718744],3
[0.20896924 0.07152776 0.1669843  ... 0.08848793 0.00370649 0.02415238],7
[0.49174044 0.00963708 0.01277085 ... 0.03824281 0.0859975  0.04668302],5
[0.24821238 0.16949201 0.24821238 ... 0.03231487 0.19175825 0.14555983],0
[0.0156597  0.         0.00442923 ... 0.         0.         0.        ],1
[0.25405166 0.25405166 0.20604218 ... 0.01188635 0.02005668 0.10545627],5
[0.26362938 0.13715227 0.04432423 ... 0.13575861 0.27068766 0.08735202],4
[0.23186599 0.17352238 0.14844405 ... 0.03899728 0.01210329 0.0063974 ],2
[0.29616578 0.01963299 0.01417012 ... 0.01534389 0.04326955 0.11632151],5
[0.33504067 0.04996974 0.         ... 0.         0.05069127 0.16509848],4
[0.27598242 0.25709647 0.         ... 0.         0.2618172  0.30417084],4
[0.0325203  0.08735784 0.11886881 ... 0.11654632 0.09441862 0.07022863],0
[0.1243371  0.04085283 0.06643313 ... 0.         0.         0.        ],4
[0.3427884 0.        0.        ... 0.        0.        0.       ],4
[0.20961413 0.01293235 0.         ... 0.03473229 0.         0.        ],7
[0.35336404 0.00282187 0.00089235 ... 0.0041595  0.00593955 0.01374566],2
[0.10731501 0.2989006  0.24042991 ... 0.0865432  0.         0.        ],5
[0.32961074 0.         0.         ... 0.06420003 0.01040964 0.02434123],4
[0.31284642 0.14467091 0.         ... 0.05155719 0.09353524 0.3416554 ],7
[0.31522152 0.         0.         ... 0.         0.         0.06060445],7
[0.13143426 0.04256148 0.05690244 ... 0.08577554 0.06081661 0.0950235 ],0
[0.18048132 0.         0.         ... 0.06198944 0.29078727 0.1432801 ],4
[0.26241505 0.09870044 0.21307063 ... 0.0158311  0.06705998 0.26885654],4
[0.27261778 0.12857035 0.08066604 ... 0.0318655  0.05314543 0.17851913],4
[0.35425686 0.05266201 0.04560346 ... 0.01498225 0.19515932 0.22091914],7
[0.18958428 0.04334707 0.12938038 ... 0.01803305 0.02678499 0.09001111],4
[0.23891251 0.06947257 0.01635066 ... 0.0158188  0.10320822 0.02603385],3
[0.28427545 0.28427545 0.28427545 ... 0.05419104 0.33215268 0.31502281],6
[0. 0. 0. ... 0. 0. 0.],6
[0.29003838 0.05364987 0.06661464 ... 0.05464409 0.12871458 0.08838537],2
[0.12544515 0.06216405 0.04173432 ... 0.10548261 0.01658766 0.02340439],3
[0.2417752  0.1965056  0.20670933 ... 0.20537634 0.1060422  0.12352976],7
[0.20881517 0.11026378 0.15096595 ... 0.5180691  0.03686702 0.        ],7
[0.01496623 0.         0.         ... 0.10675278 0.06902989 0.07879371],1
[0.16063385 0.13395825 0.11861398 ... 0.25108744 0.1259087  0.16460099],6
[0.25107772 0.11032182 0.08028927 ... 0.         0.00374834 0.31015909],4
[0.17039902 0.18779218 0.12284456 ... 0.24436783 0.16391254 0.09192428],5
[0.12908985 0.04950027 0.02928221 ... 0.04225669 0.         0.00609089],1
[0.         0.         0.00940476 ... 0.         0.         0.        ],3
[0.14944863 0.05904327 0.01742554 ... 0.25127282 0.03567389 0.09198478],5
[0.26303051 0.0397867  0.07744825 ... 0.20250844 0.29410401 0.19843906],4
[0.38462966 0.11421335 0.07883404 ... 0.         0.         0.        ],5
[0.08131855 0.00865875 0.06571531 ... 0.0994576  0.18776169 0.10469275],4
[0.         0.         0.         ... 0.         0.03325789 0.14098447],5
[0.00175615 0.         0.         ... 0.05212625 0.05947285 0.05697999],7
[0.31241714 0.31241714 0.31241714 ... 0.04211594 0.05259243 0.02923657],7
[0.21351259 0.0999758  0.02181153 ... 0.00607761 0.00578567 0.43239838],5
[0.09626183 0.01966091 0.01555383 ... 0.23003776 0.14940614 0.        ],6
[0.         0.         0.         ... 0.06039857 0.03541513 0.2014864 ],7
[0.34176456 0.04965221 0.         ... 0.         0.         0.11551859],4
[0.18047123 0.         0.05817189 ... 0.26257979 0.06244237 0.13525026],3
[0.26061124 0.28313106 0.28313106 ... 0.         0.         0.02597659],5
[0.40021339 0.         0.         ... 0.         0.         0.        ],0
[0.30258775 0.30258775 0.0804259  ... 0.04931873 0.21518116 0.29727243],5
[0.22168434 0.19700625 0.10619045 ... 0.22039058 0.15016537 0.09594789],3
[0.3293046  0.02728721 0.00419426 ... 0.         0.         0.00776188],5
[0.23465935 0.23465935 0.19692737 ... 0.04505486 0.04097588 0.13127398],1
[0.16739002 0.16736249 0.07863493 ... 0.         0.02240715 0.02344093],4
[0.         0.         0.         ... 0.25068999 0.03120119 0.0507729 ],2
[0.10654573 0.28342428 0.1221879  ... 0.03051359 0.01608208 0.06823047],3
[0.05619357 0.         0.05788823 ... 0.06300064 0.02347527 0.01751499],0
[0.23601287 0.09546387 0.23601287 ... 0.14089541 0.12997874 0.20050346],4
[0.32988903 0.         0.05183706 ... 0.         0.         0.        ],6
[0.24849282 0.23652305 0.24849282 ... 0.04884199 0.00668588 0.00315176],5
[0.23800814 0.16804928 0.22535284 ... 0.12718112 0.25814851 0.25814851],4
[0.07465494 0.08373971 0.11664641 ... 0.1403657  0.01515085 0.0626413 ],3
[0. 0. 0. ... 0. 0. 0.],5
[0.06136642 0.0203952  0.17994207 ... 0.03347834 0.11720532 0.10092315],3
[0.07727805 0.0170827  0.01685184 ... 0.01579398 0.01865656 0.00851012],2
[0.08784994 0.01172797 0.         ... 0.0106956  0.01913287 0.        ],4
[0.22509132 0.         0.         ... 0.         0.04110321 0.05898895],6
[0.32594552 0.17213511 0.05005511 ... 0.28072913 0.28072913 0.03172859],4
[0.06255339 0.10361749 0.10606348 ... 0.24166114 0.10939448 0.21072783],6
[0.26159922 0.15791268 0.14409579 ... 0.14734246 0.23335171 0.23335171],0
[0.06129817 0.         0.         ... 0.13186827 0.09697114 0.04555937],1
[0.39710182 0.         0.         ... 0.04213049 0.10848642 0.02879915],4
[0.07403147 0.00662158 0.0083757  ... 0.15378425 0.25257259 0.07077832],5
[0.32360147 0.11465994 0.20785927 ... 0.05336717 0.05679478 0.04197617],5
[0.22141512 0.09993495 0.10662396 ... 0.23392446 0.05033233 0.15429236],1
[0.11254348 0.04036768 0.02885314 ... 0.         0.04864492 0.0646105 ],5
[0.14075573 0.11790044 0.14493598 ... 0.01701416 0.01100499 0.02678593],4
[0.24888637 0.14709207 0.24888637 ... 0.03209168 0.02052908 0.0838037 ],5
[0.3051778  0.09944707 0.08729873 ... 0.08497215 0.17514015 0.17870571],7
[0.2907974  0.11071603 0.05545914 ... 0.01533946 0.00216932 0.00934157],6
[0.35362495 0.03030983 0.00343841 ... 0.         0.00567966 0.02158849],0
[0.11824608 0.04058274 0.06602733 ... 0.27107    0.33200907 0.17223826],7
[0.01845667 0.00393051 0.05797592 ... 0.12546274 0.04827986 0.05917467],2
[0.18256376 0.08881677 0.02695421 ... 0.12818577 0.0273538  0.03534625],7
[0.18334783 0.12722877 0.16972355 ... 0.07421506 0.18042055 0.11919885],4
[0.33128144 0.33128144 0.16134262 ... 0.17499705 0.01576652 0.02229722],5
[0.16531763 0.         0.         ... 0.         0.         0.        ],5
[0.06526831 0.00967728 0.03560434 ... 0.20140885 0.15021433 0.11887307],4
[0.25560326 0.17548627 0.05971163 ... 0.         0.         0.        ],1
[0.06801674 0.01760113 0.00904184 ... 0.1417789  0.         0.        ],4
[0.22013208 0.19638296 0.34045467 ... 0.3215364  0.01498193 0.        ],0
[0.23137778 0.20069691 0.01695054 ... 0.         0.         0.        ],5
[0.36261512 0.09987994 0.03080408 ... 0.02359532 0.03824141 0.05364903],5
[0.37103105 0.         0.         ... 0.04325766 0.08996394 0.04936872],5
[0.0224079  0.         0.         ... 0.05064556 0.010607   0.08795678],3
[0.42398158 0.         0.         ... 0.04481241 0.09345796 0.05061744],5
[0.45733183 0.         0.         ... 0.0269749  0.         0.0173697 ],4
[0.04458927 0.01123433 0.03852766 ... 0.22364349 0.26669303 0.17249364],5
[0.21570727 0.0753141  0.06709252 ... 0.052257   0.03060577 0.04207539],1
[0.25529338 0.12581487 0.15981919 ... 0.00833556 0.04580966 0.05602467],6
[0.27372491 0.22061007 0.06253566 ... 0.28801022 0.28801022 0.03807088],5
[0.35162921 0.35162921 0.01340293 ... 0.23963904 0.23620519 0.1318223 ],0
[0.15876633 0.04830088 0.00974719 ... 0.02540424 0.01590497 0.01618957],5
[0.2872902  0.15380084 0.0464525  ... 0.35121753 0.21164093 0.03621925],4
[0.06396662 0.         0.         ... 0.         0.0452449  0.04347132],6
[0.27896132 0.         0.17344394 ... 0.25187942 0.0442161  0.08564471],2
[0.35250041 0.2050726  0.02408554 ... 0.11025169 0.0557572  0.03437751],5
[0.35947244 0.07613814 0.15023017 ... 0.         0.         0.        ],6
[0.30143319 0.05775845 0.0730593  ... 0.01741219 0.04972735 0.0957075 ],5
[0.16146955 0.03918538 0.22919676 ... 0.         0.0466439  0.01475754],5
[0.37306874 0.09361181 0.04778566 ... 0.18072394 0.10116377 0.        ],5
[0.389855   0.05695848 0.01427418 ... 0.         0.12534817 0.31121483],5
[0.2723867  0.42905268 0.         ... 0.05028521 0.23095717 0.10301295],5
[0.37898888 0.         0.08342027 ... 0.         0.         0.        ],6
[0.25687304 0.25687304 0.08887957 ... 0.         0.06182557 0.32295806],0
[0.30447424 0.07231211 0.04202866 ... 0.15925643 0.13242284 0.22281667],6
[0.24763074 0.06317375 0.1253686  ... 0.26993423 0.28903991 0.10131245],0
[0.40422005 0.15747883 0.         ... 0.01021493 0.         0.09246187],3
[0.22587167 0.13217506 0.11253057 ... 0.15565824 0.15895665 0.18240322],5
[0.04947936 0.01855604 0.01980881 ... 0.03558947 0.01151503 0.05448201],4
[0.26496927 0.26496927 0.26496927 ... 0.00150865 0.00238539 0.        ],4
[0.3197511  0.30261746 0.27279547 ... 0.13157757 0.28515264 0.26865025],1
[0.26727744 0.05302504 0.01676799 ... 0.         0.         0.        ],5
[0.17758465 0.1455067  0.19988285 ... 0.09563063 0.18028023 0.10690707],5
[0.11339807 0.         0.         ... 0.01075359 0.         0.        ],3
[0.14222562 0.08258873 0.22109096 ... 0.29407884 0.21573119 0.03153263],5
[0.35246216 0.31805359 0.02440977 ... 0.01664666 0.08426743 0.07855086],5
[0.15322004 0.12989608 0.15377747 ... 0.35745718 0.02889108 0.017167  ],4
[0.01966753 0.         0.         ... 0.12471252 0.15901317 0.2805543 ],5
[0.36023623 0.36023623 0.10914758 ... 0.         0.08880214 0.13116463],5
[0.33829007 0.08842114 0.04851937 ... 0.         0.         0.        ],6
[0.3043718  0.3043718  0.04775602 ... 0.146683   0.15504777 0.0779969 ],5
[0.2458642  0.04859797 0.06155203 ... 0.         0.10137694 0.32712584],2
[0.35757186 0.06551848 0.01477885 ... 0.01822007 0.10406918 0.18611501],5
[0.32472261 0.29938027 0.         ... 0.11070187 0.07301044 0.        ],3
[0.28825348 0.28825348 0.02732001 ... 0.17560613 0.08827951 0.07636642],2
[0.36620816 0.13871389 0.         ... 0.         0.         0.        ],6
[0.32430426 0.24013742 0.03818542 ... 0.20979971 0.06983119 0.0228203 ],4
[0.31153551 0.31153551 0.21276736 ... 0.12695086 0.04664438 0.30625215],5
[0.35613684 0.35613684 0.09380911 ... 0.19172403 0.03789279 0.        ],4
[0.         0.         0.         ... 0.11575262 0.22035498 0.19682931],4
[0.         0.         0.         ... 0.07169391 0.09819682 0.10082694],0
[0.00828107 0.         0.         ... 0.         0.         0.        ],2
[0.37185525 0.07144438 0.         ... 0.07237489 0.22248582 0.        ],5
[0.1314274  0.         0.04196984 ... 0.         0.         0.31362971],4
[0.16698303 0.03735689 0.0491473  ... 0.07222731 0.04545039 0.02320589],4
[0.32203308 0.         0.         ... 0.07346383 0.04836295 0.        ],4
[0.32877074 0.08630045 0.10947126 ... 0.00835921 0.02790523 0.46150352],6
[0.27009633 0.         0.15646058 ... 0.         0.         0.        ],5
[0.12249359 0.         0.         ... 0.08883162 0.12826686 0.10462151],4
[0.02052951 0.         0.02507888 ... 0.01004144 0.03848975 0.1001816 ],5
[0.18668282 0.0890722  0.1746699  ... 0.26915791 0.14079162 0.13711829],6
[0.09109624 0.11283755 0.13445596 ... 0.09500655 0.0978738  0.33271415],7
[0.0981924  0.15391523 0.03619673 ... 0.18102862 0.1749453  0.14952136],0
[0.10399481 0.39993489 0.06596504 ... 0.06564332 0.40218983 0.21889846],5
[0.21796996 0.         0.         ... 0.07390394 0.01234433 0.        ],1
[0.17224301 0.2402504  0.2468719  ... 0.         0.03906769 0.21829475],6
[0.22852011 0.14788969 0.19111328 ... 0.06319131 0.05985861 0.08499916],5
[0.31147073 0.31147073 0.27363922 ... 0.01317267 0.04165563 0.        ],0
[0. 0. 0. ... 0. 0. 0.],5
[0.37958299 0.37958299 0.         ... 0.02960411 0.24297305 0.4086414 ],5
[0.30646193 0.30646193 0.1236943  ... 0.00775544 0.02540514 0.03382603],5
[0.09130382 0.         0.         ... 0.         0.         0.        ],4
[0.27774541 0.27774541 0.08530451 ... 0.         0.         0.        ],3
[0.20330001 0.0499529  0.         ... 0.06657797 0.04115049 0.        ],4
[0.28456152 0.04764621 0.25104128 ... 0.2272362  0.22432166 0.2021372 ],4
[0. 0. 0. ... 0. 0. 0.],5
[0.08310571 0.00610281 0.07029037 ... 0.29911819 0.35524424 0.02055091],4
[0.09009593 0.16411304 0.18277118 ... 0.12397284 0.18650631 0.24978491],0
[0.15635927 0.02544038 0.07400054 ... 0.12793993 0.09890784 0.08301583],7
[0.23417906 0.09036418 0.18872865 ... 0.06872303 0.28001989 0.28001989],5
[0.22863834 0.22863834 0.09641052 ... 0.01960125 0.03253805 0.04298088],6
[0.37692517 0.         0.         ... 0.         0.         0.        ],4
